code_insee;nom_standard;reg_nom;dep_nom;population;latitude_centre;longitude_centre
14752;Villers-Bocage;Normandie;Calvados;3130;49.078;-0.653
14753;Villers-Canivet;Normandie;Calvados;731;48.934;-0.261
14754;Villers-sur-Mer;Normandie;Calvados;2469;49.311;0.006
14755;Villerville;Normandie;Calvados;591;49.391;0.123
14756;La Villette;Normandie;Calvados;228;48.909;-0.543
14758;Villons-les-Buissons;Normandie;Calvados;815;49.236;-0.411
14759;Villy-lez-Falaise;Normandie;Calvados;263;48.9;-0.136
14760;Villy-Bocage;Normandie;Calvados;720;49.104;-0.642
14761;Vimont;Normandie;Calvados;840;49.142;-0.195
14762;Vire Normandie;Normandie;Calvados;17135;48.851;-0.89
14764;Pont-d'Ouilly;Normandie;Calvados;980;48.877;-0.409
15001;Allanche;Auvergne-Rhône-Alpes;Cantal;794;45.231;2.953
15002;Alleuze;Auvergne-Rhône-Alpes;Cantal;226;44.96;3.098
15003;Ally;Auvergne-Rhône-Alpes;Cantal;598;45.164;2.326
15004;Andelat;Auvergne-Rhône-Alpes;Cantal;473;45.07;3.059
15005;Anglards-de-Saint-Flour;Auvergne-Rhône-Alpes;Cantal;386;44.989;3.158
15006;Anglards-de-Salers;Auvergne-Rhône-Alpes;Cantal;714;45.197;2.466
15007;Anterrieux;Auvergne-Rhône-Alpes;Cantal;122;44.831;3.057
15008;Antignac;Auvergne-Rhône-Alpes;Cantal;283;45.351;2.562
15009;Apchon;Auvergne-Rhône-Alpes;Cantal;183;45.245;2.698
15010;Arches;Auvergne-Rhône-Alpes;Cantal;198;45.298;2.318
15011;Arnac;Auvergne-Rhône-Alpes;Cantal;183;45.063;2.226
15012;Arpajon-sur-Cère;Auvergne-Rhône-Alpes;Cantal;6315;44.876;2.464
15013;Auriac-l'Église;Auvergne-Rhône-Alpes;Cantal;144;45.264;3.126
15014;Aurillac;Auvergne-Rhône-Alpes;Cantal;25815;44.924;2.442
15015;Auzers;Auvergne-Rhône-Alpes;Cantal;163;45.276;2.465
15016;Ayrens;Auvergne-Rhône-Alpes;Cantal;620;44.991;2.324
15017;Badailhac;Auvergne-Rhône-Alpes;Cantal;135;44.914;2.628
15018;Barriac-les-Bosquets;Auvergne-Rhône-Alpes;Cantal;136;45.148;2.265
15019;Bassignac;Auvergne-Rhône-Alpes;Cantal;221;45.315;2.4
15020;Beaulieu;Auvergne-Rhône-Alpes;Cantal;88;45.465;2.521
15021;Boisset;Auvergne-Rhône-Alpes;Cantal;655;44.786;2.255
15022;Bonnac;Auvergne-Rhône-Alpes;Cantal;161;45.21;3.147
15024;Brageac;Auvergne-Rhône-Alpes;Cantal;76;45.204;2.266
15025;Albepierre-Bredons;Auvergne-Rhône-Alpes;Cantal;237;45.077;2.82
15026;Brezons;Auvergne-Rhône-Alpes;Cantal;181;45.01;2.792
15027;Puycapel;Auvergne-Rhône-Alpes;Cantal;732;44.721;2.362
15028;Carlat;Auvergne-Rhône-Alpes;Cantal;379;44.883;2.572
15029;Cassaniouze;Auvergne-Rhône-Alpes;Cantal;502;44.674;2.381
15030;Cayrols;Auvergne-Rhône-Alpes;Cantal;296;44.829;2.227
15032;Celoux;Auvergne-Rhône-Alpes;Cantal;57;45.138;3.261
15033;Cézens;Auvergne-Rhône-Alpes;Cantal;215;44.985;2.859
15034;Chaliers;Auvergne-Rhône-Alpes;Cantal;140;44.97;3.238
15036;Chalvignac;Auvergne-Rhône-Alpes;Cantal;464;45.248;2.265
15037;Champagnac;Auvergne-Rhône-Alpes;Cantal;1026;45.363;2.403
15038;Champs-sur-Tarentaine-Marchal;Auvergne-Rhône-Alpes;Cantal;1022;45.404;2.604
15040;Chanterelle;Auvergne-Rhône-Alpes;Cantal;99;45.377;2.833
15041;La Chapelle-d'Alagnon;Auvergne-Rhône-Alpes;Cantal;259;45.105;2.908
15042;La Chapelle-Laurent;Auvergne-Rhône-Alpes;Cantal;244;45.184;3.242
15043;Charmensac;Auvergne-Rhône-Alpes;Cantal;77;45.226;3.075
15045;Chaudes-Aigues;Auvergne-Rhône-Alpes;Cantal;815;44.849;2.998
15046;Chaussenac;Auvergne-Rhône-Alpes;Cantal;221;45.176;2.273
15048;Chazelles;Auvergne-Rhône-Alpes;Cantal;31;45.106;3.327
15049;Cheylade;Auvergne-Rhône-Alpes;Cantal;223;45.199;2.72
15050;Le Claux;Auvergne-Rhône-Alpes;Cantal;163;45.15;2.7
15051;Clavières;Auvergne-Rhône-Alpes;Cantal;201;44.993;3.31
15052;Collandres;Auvergne-Rhône-Alpes;Cantal;159;45.216;2.641
15053;Coltines;Auvergne-Rhône-Alpes;Cantal;431;45.093;2.997
15054;Condat;Auvergne-Rhône-Alpes;Cantal;968;45.349;2.792
15055;Coren;Auvergne-Rhône-Alpes;Cantal;444;45.088;3.108
15056;Crandelles;Auvergne-Rhône-Alpes;Cantal;861;44.957;2.36
15057;Cros-de-Montvert;Auvergne-Rhône-Alpes;Cantal;186;45.059;2.159
15058;Cros-de-Ronesque;Auvergne-Rhône-Alpes;Cantal;146;44.862;2.607
15059;Cussac;Auvergne-Rhône-Alpes;Cantal;121;44.981;2.936
15060;Deux-Verges;Auvergne-Rhône-Alpes;Cantal;52;44.8;3.018
15061;Dienne;Auvergne-Rhône-Alpes;Cantal;249;45.165;2.807
15063;Drugeac;Auvergne-Rhône-Alpes;Cantal;321;45.162;2.389
15064;Escorailles;Auvergne-Rhône-Alpes;Cantal;83;45.169;2.332
15065;Espinasse;Auvergne-Rhône-Alpes;Cantal;78;44.87;2.93
15066;Le Falgoux;Auvergne-Rhône-Alpes;Cantal;118;45.145;2.639
15067;Le Fau;Auvergne-Rhône-Alpes;Cantal;29;45.109;2.6
15069;Ferrières-Saint-Mary;Auvergne-Rhône-Alpes;Cantal;241;45.172;3.082
15070;Fontanges;Auvergne-Rhône-Alpes;Cantal;203;45.109;2.517
15072;Freix-Anglards;Auvergne-Rhône-Alpes;Cantal;218;45.018;2.377
15073;Fridefont;Auvergne-Rhône-Alpes;Cantal;95;44.906;3.095
15074;Giou-de-Mamou;Auvergne-Rhône-Alpes;Cantal;744;44.935;2.508
15075;Girgols;Auvergne-Rhône-Alpes;Cantal;73;45.049;2.522
15076;Glénat;Auvergne-Rhône-Alpes;Cantal;171;44.904;2.172
15077;Gourdièges;Auvergne-Rhône-Alpes;Cantal;65;44.946;2.882
15078;Jabrun;Auvergne-Rhône-Alpes;Cantal;161;44.794;2.963
15079;Jaleyrac;Auvergne-Rhône-Alpes;Cantal;364;45.27;2.368
15080;Joursac;Auvergne-Rhône-Alpes;Cantal;149;45.165;3.014
15081;Jou-sous-Monjou;Auvergne-Rhône-Alpes;Cantal;101;44.94;2.662
15082;Junhac;Auvergne-Rhône-Alpes;Cantal;291;44.696;2.452
15083;Jussac;Auvergne-Rhône-Alpes;Cantal;2026;44.995;2.418
15084;Labesserette;Auvergne-Rhône-Alpes;Cantal;292;44.741;2.48
15085;Labrousse;Auvergne-Rhône-Alpes;Cantal;483;44.852;2.549
15086;Lacapelle-Barrès;Auvergne-Rhône-Alpes;Cantal;58;44.95;2.724
15087;Lacapelle-del-Fraisse;Auvergne-Rhône-Alpes;Cantal;377;44.773;2.43
15088;Lacapelle-Viescamp;Auvergne-Rhône-Alpes;Cantal;513;44.926;2.274
15089;Ladinhac;Auvergne-Rhône-Alpes;Cantal;440;44.767;2.51
15090;Lafeuillade-en-Vézie;Auvergne-Rhône-Alpes;Cantal;590;44.793;2.448
15091;Landeyrat;Auvergne-Rhône-Alpes;Cantal;88;45.273;2.872
15092;Lanobre;Auvergne-Rhône-Alpes;Cantal;1368;45.434;2.55
15093;Lapeyrugue;Auvergne-Rhône-Alpes;Cantal;99;44.73;2.534
15094;Laroquebrou;Auvergne-Rhône-Alpes;Cantal;798;44.975;2.193
15095;Laroquevieille;Auvergne-Rhône-Alpes;Cantal;349;45.024;2.528
15096;Lascelle;Auvergne-Rhône-Alpes;Cantal;272;45.034;2.575
15097;Lastic;Auvergne-Rhône-Alpes;Cantal;109;45.112;3.219
15098;Laurie;Auvergne-Rhône-Alpes;Cantal;87;45.285;3.082
15100;Laveissenet;Auvergne-Rhône-Alpes;Cantal;132;45.077;2.878
15101;Laveissière;Auvergne-Rhône-Alpes;Cantal;516;45.104;2.783
15102;Lavigerie;Auvergne-Rhône-Alpes;Cantal;111;45.126;2.732
15103;Leucamp;Auvergne-Rhône-Alpes;Cantal;242;44.785;2.54
15104;Leynhac;Auvergne-Rhône-Alpes;Cantal;333;44.741;2.281
15105;Leyvaux;Auvergne-Rhône-Alpes;Cantal;35;45.325;3.089
15106;Lieutadès;Auvergne-Rhône-Alpes;Cantal;166;44.831;2.898
15107;Lorcières;Auvergne-Rhône-Alpes;Cantal;168;44.953;3.291
15108;Val d'Arcomie;Auvergne-Rhône-Alpes;Cantal;970;44.938;3.206
15110;Lugarde;Auvergne-Rhône-Alpes;Cantal;121;45.288;2.758
15111;Madic;Auvergne-Rhône-Alpes;Cantal;206;45.372;2.459
15112;Malbo;Auvergne-Rhône-Alpes;Cantal;88;44.981;2.753
15113;Mandailles-Saint-Julien;Auvergne-Rhône-Alpes;Cantal;177;45.078;2.664
15114;Marcenat;Auvergne-Rhône-Alpes;Cantal;511;45.316;2.856
15116;Marchastel;Auvergne-Rhône-Alpes;Cantal;139;45.274;2.729
15117;Marcolès;Auvergne-Rhône-Alpes;Cantal;590;44.782;2.357
15118;Marmanhac;Auvergne-Rhône-Alpes;Cantal;705;45.008;2.478
15119;Massiac;Auvergne-Rhône-Alpes;Cantal;1804;45.245;3.2
15120;Mauriac;Auvergne-Rhône-Alpes;Cantal;3519;45.218;2.317
15121;Maurines;Auvergne-Rhône-Alpes;Cantal;108;44.87;3.082
15122;Maurs;Auvergne-Rhône-Alpes;Cantal;2110;44.712;2.173
15123;Méallet;Auvergne-Rhône-Alpes;Cantal;157;45.263;2.415
15124;Menet;Auvergne-Rhône-Alpes;Cantal;529;45.298;2.579
15125;Mentières;Auvergne-Rhône-Alpes;Cantal;127;45.079;3.142
15126;Molèdes;Auvergne-Rhône-Alpes;Cantal;79;45.267;3.043
15127;Molompize;Auvergne-Rhône-Alpes;Cantal;275;45.233;3.126
15128;La Monselie;Auvergne-Rhône-Alpes;Cantal;127;45.321;2.551
15129;Montboudif;Auvergne-Rhône-Alpes;Cantal;165;45.37;2.732
15130;Montchamp;Auvergne-Rhône-Alpes;Cantal;146;45.069;3.215
15131;Le Monteil;Auvergne-Rhône-Alpes;Cantal;276;45.299;2.508
15132;Montgreleix;Auvergne-Rhône-Alpes;Cantal;36;45.356;2.889
15133;Montmurat;Auvergne-Rhône-Alpes;Cantal;134;44.631;2.201
15134;Montsalvy;Auvergne-Rhône-Alpes;Cantal;822;44.696;2.494
15135;Montvert;Auvergne-Rhône-Alpes;Cantal;112;44.996;2.163
15137;Moussages;Auvergne-Rhône-Alpes;Cantal;256;45.234;2.473
15138;Murat;Auvergne-Rhône-Alpes;Cantal;1792;45.111;2.861
15139;Narnhac;Auvergne-Rhône-Alpes;Cantal;68;44.935;2.766
15140;Naucelles;Auvergne-Rhône-Alpes;Cantal;2137;44.952;2.421
15141;Neussargues en Pinatelle;Auvergne-Rhône-Alpes;Cantal;1653;45.132;2.985
15142;Neuvéglise-sur-Truyère;Auvergne-Rhône-Alpes;Cantal;1704;44.931;2.979
15143;Nieudan;Auvergne-Rhône-Alpes;Cantal;102;44.983;2.246
15144;Omps;Auvergne-Rhône-Alpes;Cantal;323;44.88;2.268
15146;Pailherols;Auvergne-Rhône-Alpes;Cantal;131;44.957;2.704
15147;Parlan;Auvergne-Rhône-Alpes;Cantal;463;44.828;2.173
15148;Paulhac;Auvergne-Rhône-Alpes;Cantal;433;45.02;2.887
15149;Paulhenc;Auvergne-Rhône-Alpes;Cantal;259;44.885;2.816
15151;Peyrusse;Auvergne-Rhône-Alpes;Cantal;144;45.211;3.03
15152;Pierrefort;Auvergne-Rhône-Alpes;Cantal;913;44.929;2.838
15153;Pleaux;Auvergne-Rhône-Alpes;Cantal;1459;45.13;2.249
15154;Polminhac;Auvergne-Rhône-Alpes;Cantal;1213;44.952;2.576
15155;Pradiers;Auvergne-Rhône-Alpes;Cantal;83;45.284;2.921
15156;Prunet;Auvergne-Rhône-Alpes;Cantal;686;44.823;2.475
15157;Quézac;Auvergne-Rhône-Alpes;Cantal;350;44.758;2.184
15158;Rageade;Auvergne-Rhône-Alpes;Cantal;102;45.115;3.268
15159;Raulhac;Auvergne-Rhône-Alpes;Cantal;269;44.902;2.657
15160;Reilhac;Auvergne-Rhône-Alpes;Cantal;1089;44.97;2.423
15161;Rézentières;Auvergne-Rhône-Alpes;Cantal;106;45.134;3.106
15162;Riom-ès-Montagnes;Auvergne-Rhône-Alpes;Cantal;2428;45.29;2.657
15163;Roannes-Saint-Mary;Auvergne-Rhône-Alpes;Cantal;1106;44.845;2.399
15164;Roffiac;Auvergne-Rhône-Alpes;Cantal;583;45.048;3.016
15165;Rouffiac;Auvergne-Rhône-Alpes;Cantal;195;45.029;2.144
15166;Roumégoux;Auvergne-Rhône-Alpes;Cantal;322;44.86;2.188
15167;Rouziers;Auvergne-Rhône-Alpes;Cantal;113;44.796;2.21
15168;Ruynes-en-Margeride;Auvergne-Rhône-Alpes;Cantal;714;45.005;3.224
15169;Saignes;Auvergne-Rhône-Alpes;Cantal;823;45.331;2.482
15170;Saint-Amandin;Auvergne-Rhône-Alpes;Cantal;230;45.328;2.708
15172;Saint-Antoine;Auvergne-Rhône-Alpes;Cantal;89;44.749;2.336
15173;Saint-Bonnet-de-Condat;Auvergne-Rhône-Alpes;Cantal;114;45.281;2.804
15174;Saint-Bonnet-de-Salers;Auvergne-Rhône-Alpes;Cantal;262;45.16;2.48
15175;Saint-Cernin;Auvergne-Rhône-Alpes;Cantal;1055;45.053;2.426
15176;Saint-Chamant;Auvergne-Rhône-Alpes;Cantal;238;45.092;2.446
15178;Saint-Cirgues-de-Jordanne;Auvergne-Rhône-Alpes;Cantal;145;45.041;2.605
15179;Saint-Cirgues-de-Malbert;Auvergne-Rhône-Alpes;Cantal;250;45.086;2.38
15180;Saint-Clément;Auvergne-Rhône-Alpes;Cantal;77;44.975;2.676
15181;Saint-Constant-Fournoulès;Auvergne-Rhône-Alpes;Cantal;568;44.688;2.246
15182;Saint-Étienne-Cantalès;Auvergne-Rhône-Alpes;Cantal;127;44.95;2.244
15183;Saint-Étienne-de-Carlat;Auvergne-Rhône-Alpes;Cantal;130;44.913;2.585
15184;Saint-Étienne-de-Maurs;Auvergne-Rhône-Alpes;Cantal;780;44.722;2.229
15185;Saint-Étienne-de-Chomeil;Auvergne-Rhône-Alpes;Cantal;249;45.344;2.619
15186;Sainte-Eulalie;Auvergne-Rhône-Alpes;Cantal;232;45.125;2.381
15187;Saint-Flour;Auvergne-Rhône-Alpes;Cantal;6423;45.028;3.083
15188;Saint-Georges;Auvergne-Rhône-Alpes;Cantal;1183;45.02;3.138
15189;Saint-Gérons;Auvergne-Rhône-Alpes;Cantal;225;44.942;2.205
15190;Saint-Hippolyte;Auvergne-Rhône-Alpes;Cantal;98;45.219;2.703
15191;Saint-Illide;Auvergne-Rhône-Alpes;Cantal;642;45.051;2.321
15192;Saint-Jacques-des-Blats;Auvergne-Rhône-Alpes;Cantal;292;45.056;2.721
15194;Saint-Julien-de-Toursac;Auvergne-Rhône-Alpes;Cantal;102;44.775;2.202
15196;Saint-Mamet-la-Salvetat;Auvergne-Rhône-Alpes;Cantal;1543;44.856;2.305
15198;Sainte-Marie;Auvergne-Rhône-Alpes;Cantal;109;44.892;2.883
15199;Saint-Martial;Auvergne-Rhône-Alpes;Cantal;72;44.887;3.044
15200;Saint-Martin-Cantalès;Auvergne-Rhône-Alpes;Cantal;150;45.089;2.305
15201;Saint-Martin-sous-Vigouroux;Auvergne-Rhône-Alpes;Cantal;221;44.935;2.794
15202;Saint-Martin-Valmeroux;Auvergne-Rhône-Alpes;Cantal;710;45.12;2.443
15203;Saint-Mary-le-Plain;Auvergne-Rhône-Alpes;Cantal;183;45.176;3.144
15204;Saint-Paul-des-Landes;Auvergne-Rhône-Alpes;Cantal;1533;44.951;2.3
15205;Saint-Paul-de-Salers;Auvergne-Rhône-Alpes;Cantal;105;45.137;2.558
15206;Saint-Pierre;Auvergne-Rhône-Alpes;Cantal;144;45.395;2.382
15207;Saint-Poncy;Auvergne-Rhône-Alpes;Cantal;345;45.16;3.195
15208;Saint-Projet-de-Salers;Auvergne-Rhône-Alpes;Cantal;133;45.082;2.559
15209;Saint-Rémy-de-Chaudes-Aigues;Auvergne-Rhône-Alpes;Cantal;123;44.767;3.027
15211;Saint-Santin-Cantalès;Auvergne-Rhône-Alpes;Cantal;288;45.021;2.235
15212;Saint-Santin-de-Maurs;Auvergne-Rhône-Alpes;Cantal;363;44.656;2.211
15213;Saint-Saturnin;Auvergne-Rhône-Alpes;Cantal;197;45.234;2.794
15214;Saint-Saury;Auvergne-Rhône-Alpes;Cantal;172;44.879;2.124
15215;Saint-Simon;Auvergne-Rhône-Alpes;Cantal;1126;44.97;2.497
15216;Saint-Urcize;Auvergne-Rhône-Alpes;Cantal;424;44.706;2.979
15217;Saint-Victor;Auvergne-Rhône-Alpes;Cantal;101;45.01;2.288
15218;Saint-Vincent-de-Salers;Auvergne-Rhône-Alpes;Cantal;70;45.208;2.539
15219;Salers;Auvergne-Rhône-Alpes;Cantal;316;45.145;2.496
15220;Salins;Auvergne-Rhône-Alpes;Cantal;144;45.188;2.401
15221;Sansac-de-Marmiesse;Auvergne-Rhône-Alpes;Cantal;1370;44.89;2.343
15222;Sansac-Veinazès;Auvergne-Rhône-Alpes;Cantal;206;44.745;2.427
15223;Sauvat;Auvergne-Rhône-Alpes;Cantal;216;45.308;2.442
15224;La Ségalassière;Auvergne-Rhône-Alpes;Cantal;126;44.893;2.209
15225;Ségur-les-Villas;Auvergne-Rhône-Alpes;Cantal;216;45.208;2.823
15226;Sénezergues;Auvergne-Rhône-Alpes;Cantal;209;44.719;2.407
15228;Siran;Auvergne-Rhône-Alpes;Cantal;456;44.951;2.12
15229;Soulages;Auvergne-Rhône-Alpes;Cantal;83;45.09;3.262
15230;Sourniac;Auvergne-Rhône-Alpes;Cantal;196;45.275;2.335
15231;Talizat;Auvergne-Rhône-Alpes;Cantal;601;45.124;3.053
15232;Tanavelle;Auvergne-Rhône-Alpes;Cantal;222;45.026;2.984
15233;Teissières-de-Cornet;Auvergne-Rhône-Alpes;Cantal;313;44.976;2.362
15234;Teissières-lès-Bouliès;Auvergne-Rhône-Alpes;Cantal;336;44.821;2.538
15235;Les Ternes;Auvergne-Rhône-Alpes;Cantal;570;44.996;2.994
15236;Thiézac;Auvergne-Rhône-Alpes;Cantal;600;45.018;2.662
15237;Tiviers;Auvergne-Rhône-Alpes;Cantal;167;45.074;3.176
15238;Tournemire;Auvergne-Rhône-Alpes;Cantal;127;45.055;2.49
15240;Trémouille;Auvergne-Rhône-Alpes;Cantal;170;45.385;2.67
15241;La Trinitat;Auvergne-Rhône-Alpes;Cantal;49;44.752;2.946
15242;Le Trioulou;Auvergne-Rhône-Alpes;Cantal;100;44.671;2.191
15243;Trizac;Auvergne-Rhône-Alpes;Cantal;466;45.244;2.544
15244;Ussel;Auvergne-Rhône-Alpes;Cantal;463;45.074;2.952
15245;Vabres;Auvergne-Rhône-Alpes;Cantal;251;45.038;3.196
15246;Valette;Auvergne-Rhône-Alpes;Cantal;238;45.264;2.601
15247;Valjouze;Auvergne-Rhône-Alpes;Cantal;22;45.164;3.061
15248;Valuéjols;Auvergne-Rhône-Alpes;Cantal;570;45.053;2.907
15249;Le Vaulmier;Auvergne-Rhône-Alpes;Cantal;60;45.184;2.586
15250;Vebret;Auvergne-Rhône-Alpes;Cantal;513;45.356;2.515
15251;Védrines-Saint-Loup;Auvergne-Rhône-Alpes;Cantal;127;45.053;3.272
15252;Velzic;Auvergne-Rhône-Alpes;Cantal;403;44.996;2.556
15253;Vernols;Auvergne-Rhône-Alpes;Cantal;62;45.219;2.883
15254;Veyrières;Auvergne-Rhône-Alpes;Cantal;119;45.32;2.368
15255;Vézac;Auvergne-Rhône-Alpes;Cantal;1297;44.895;2.522
15256;Vèze;Auvergne-Rhône-Alpes;Cantal;60;45.278;2.978
15257;Vezels-Roussy;Auvergne-Rhône-Alpes;Cantal;129;44.806;2.582
15258;Vic-sur-Cère;Auvergne-Rhône-Alpes;Cantal;1885;44.972;2.62
15259;Vieillespesse;Auvergne-Rhône-Alpes;Cantal;251;45.117;3.159
15260;Vieillevie;Auvergne-Rhône-Alpes;Cantal;105;44.652;2.435
15261;Le Vigean;Auvergne-Rhône-Alpes;Cantal;814;45.223;2.367
15262;Villedieu;Auvergne-Rhône-Alpes;Cantal;553;44.997;3.055
15263;Virargues;Auvergne-Rhône-Alpes;Cantal;118;45.129;2.898
15264;Vitrac;Auvergne-Rhône-Alpes;Cantal;270;44.81;2.314
15265;Ydes;Auvergne-Rhône-Alpes;Cantal;1624;45.343;2.45
15266;Yolet;Auvergne-Rhône-Alpes;Cantal;580;44.931;2.538
15267;Ytrac;Auvergne-Rhône-Alpes;Cantal;4322;44.916;2.366
15268;Le Rouget-Pers;Auvergne-Rhône-Alpes;Cantal;1278;44.857;2.234
15269;Besse;Auvergne-Rhône-Alpes;Cantal;131;45.101;2.355
16001;Abzac;Nouvelle-Aquitaine;Charente;510;46.1;0.716
16002;Les Adjots;Nouvelle-Aquitaine;Charente;529;46.079;0.203
16003;Agris;Nouvelle-Aquitaine;Charente;860;45.776;0.328
16005;Aigre;Nouvelle-Aquitaine;Charente;1597;45.889;-0.0
16007;Alloue;Nouvelle-Aquitaine;Charente;470;46.02;0.526
16008;Ambérac;Nouvelle-Aquitaine;Charente;309;45.856;0.059
16009;Ambernac;Nouvelle-Aquitaine;Charente;379;45.975;0.556
16011;Anais;Nouvelle-Aquitaine;Charente;560;45.769;0.206
16012;Angeac-Champagne;Nouvelle-Aquitaine;Charente;498;45.614;-0.29
16013;Angeac-Charente;Nouvelle-Aquitaine;Charente;305;45.623;-0.082
16014;Angeduc;Nouvelle-Aquitaine;Charente;138;45.478;-0.055
16015;Angoulême;Nouvelle-Aquitaine;Charente;41086;45.647;0.145
16016;Ansac-sur-Vienne;Nouvelle-Aquitaine;Charente;820;45.994;0.62
16018;Ars;Nouvelle-Aquitaine;Charente;699;45.637;-0.402
16019;Asnières-sur-Nouère;Nouvelle-Aquitaine;Charente;1283;45.708;0.049
16020;Aubeterre-sur-Dronne;Nouvelle-Aquitaine;Charente;322;45.261;0.168
16023;Aunac-sur-Charente;Nouvelle-Aquitaine;Charente;565;45.915;0.256
16024;Aussac-Vadalle;Nouvelle-Aquitaine;Charente;534;45.822;0.216
16025;Baignes-Sainte-Radegonde;Nouvelle-Aquitaine;Charente;1229;45.374;-0.254
16026;Balzac;Nouvelle-Aquitaine;Charente;1378;45.713;0.134
16027;Barbezières;Nouvelle-Aquitaine;Charente;131;45.912;-0.088
16028;Barbezieux-Saint-Hilaire;Nouvelle-Aquitaine;Charente;4732;45.478;-0.158
16029;Bardenac;Nouvelle-Aquitaine;Charente;221;45.301;-0.015
16030;Barret;Nouvelle-Aquitaine;Charente;1076;45.489;-0.206
16031;Barro;Nouvelle-Aquitaine;Charente;411;46.005;0.236
16032;Bassac;Nouvelle-Aquitaine;Charente;515;45.665;-0.099
16034;Bazac;Nouvelle-Aquitaine;Charente;146;45.221;0.037
16035;Beaulieu-sur-Sonnette;Nouvelle-Aquitaine;Charente;209;45.927;0.373
16036;Bécheresse;Nouvelle-Aquitaine;Charente;292;45.502;0.079
16037;Bellon;Nouvelle-Aquitaine;Charente;137;45.313;0.117
16038;Benest;Nouvelle-Aquitaine;Charente;306;46.039;0.453
16039;Bernac;Nouvelle-Aquitaine;Charente;466;46.052;0.171
16040;Berneuil;Nouvelle-Aquitaine;Charente;316;45.391;-0.067
16041;Bessac;Nouvelle-Aquitaine;Charente;116;45.431;-0.014
16042;Bessé;Nouvelle-Aquitaine;Charente;105;45.958;0.082
16044;Bioussac;Nouvelle-Aquitaine;Charente;207;46.031;0.27
16045;Birac;Nouvelle-Aquitaine;Charente;369;45.564;-0.055
16046;Coteaux-du-Blanzacais;Nouvelle-Aquitaine;Charente;985;45.472;0.024
16047;Blanzaguet-Saint-Cybard;Nouvelle-Aquitaine;Charente;280;45.473;0.313
16048;Boisbreteau;Nouvelle-Aquitaine;Charente;127;45.33;-0.159
16049;Bonnes;Nouvelle-Aquitaine;Charente;362;45.236;0.144
16050;Bonneuil;Nouvelle-Aquitaine;Charente;245;45.576;-0.135
16052;Bors (Canton de Tude-et-Lavalette);Nouvelle-Aquitaine;Charente;231;45.34;0.148
16053;Bors (Canton de Charente-Sud);Nouvelle-Aquitaine;Charente;120;45.326;-0.2
16054;Le Bouchage;Nouvelle-Aquitaine;Charente;178;46.049;0.377
16055;Bouëx;Nouvelle-Aquitaine;Charente;865;45.625;0.318
16056;Bourg-Charente;Nouvelle-Aquitaine;Charente;884;45.666;-0.222
16057;Bouteville;Nouvelle-Aquitaine;Charente;325;45.607;-0.127
16058;Boutiers-Saint-Trojan;Nouvelle-Aquitaine;Charente;1399;45.711;-0.297
16059;Brettes;Nouvelle-Aquitaine;Charente;165;45.998;0.029
16060;Bréville;Nouvelle-Aquitaine;Charente;444;45.789;-0.275
16061;Brie;Nouvelle-Aquitaine;Charente;4188;45.734;0.267
16062;Brie-sous-Barbezieux;Nouvelle-Aquitaine;Charente;120;45.424;-0.041
16063;Brie-sous-Chalais;Nouvelle-Aquitaine;Charente;160;45.32;0.012
16064;Brigueuil;Nouvelle-Aquitaine;Charente;1106;45.951;0.869
16065;Brillac;Nouvelle-Aquitaine;Charente;628;46.068;0.777
16066;Brossac;Nouvelle-Aquitaine;Charente;457;45.324;-0.047
16067;Bunzac;Nouvelle-Aquitaine;Charente;458;45.699;0.344
16068;Cellefrouin;Nouvelle-Aquitaine;Charente;573;45.888;0.392
16069;Cellettes;Nouvelle-Aquitaine;Charente;382;45.864;0.146
16070;Chabanais;Nouvelle-Aquitaine;Charente;1557;45.864;0.712
16071;Chabrac;Nouvelle-Aquitaine;Charente;601;45.926;0.747
16072;Chadurie;Nouvelle-Aquitaine;Charente;512;45.496;0.143
16073;Chalais;Nouvelle-Aquitaine;Charente;1791;45.274;0.039
16074;Challignac;Nouvelle-Aquitaine;Charente;339;45.424;-0.085
16075;Champagne-Vigny;Nouvelle-Aquitaine;Charente;238;45.507;0.042
16076;Champagne-Mouton;Nouvelle-Aquitaine;Charente;878;45.993;0.412
16077;Champmillon;Nouvelle-Aquitaine;Charente;516;45.647;0.005
16078;Champniers;Nouvelle-Aquitaine;Charente;5193;45.717;0.196
16079;Chantillac;Nouvelle-Aquitaine;Charente;364;45.326;-0.255
16081;La Chapelle;Nouvelle-Aquitaine;Charente;206;45.831;0.052
16082;Boisné-La Tude;Nouvelle-Aquitaine;Charente;661;45.484;0.177
16083;Charmé;Nouvelle-Aquitaine;Charente;336;45.95;0.12
16084;Charras;Nouvelle-Aquitaine;Charente;342;45.544;0.429
16085;Chasseneuil-sur-Bonnieure;Nouvelle-Aquitaine;Charente;3101;45.824;0.441
16086;Chassenon;Nouvelle-Aquitaine;Charente;849;45.851;0.773
16087;Chassiecq;Nouvelle-Aquitaine;Charente;146;45.951;0.368
16088;Chassors;Nouvelle-Aquitaine;Charente;1086;45.71;-0.207
16089;Châteaubernard;Nouvelle-Aquitaine;Charente;3763;45.672;-0.316
16090;Châteauneuf-sur-Charente;Nouvelle-Aquitaine;Charente;3554;45.596;-0.051
16091;Châtignac;Nouvelle-Aquitaine;Charente;169;45.348;-0.004
16093;Chazelles;Nouvelle-Aquitaine;Charente;1563;45.645;0.365
