code_insee;nom_standard;reg_nom;dep_nom;population;latitude_centre;longitude_centre
1001;L'Abergement-Clémenciat;Auvergne-Rhône-Alpes;Ain;832;46.153;4.926
1002;L'Abergement-de-Varey;Auvergne-Rhône-Alpes;Ain;267;46.009;5.428
1004;Ambérieu-en-Bugey;Auvergne-Rhône-Alpes;Ain;14854;45.961;5.373
1005;Ambérieux-en-Dombes;Auvergne-Rhône-Alpes;Ain;1897;45.996;4.912
1006;Ambléon;Auvergne-Rhône-Alpes;Ain;113;45.75;5.594
1007;Ambronay;Auvergne-Rhône-Alpes;Ain;2833;46.006;5.358
1008;Ambutrix;Auvergne-Rhône-Alpes;Ain;768;45.937;5.333
1009;Andert-et-Condon;Auvergne-Rhône-Alpes;Ain;322;45.787;5.658
1010;Anglefort;Auvergne-Rhône-Alpes;Ain;1125;45.909;5.795
1011;Apremont;Auvergne-Rhône-Alpes;Ain;383;46.206;5.658
1012;Aranc;Auvergne-Rhône-Alpes;Ain;327;46.002;5.511
1013;Arandas;Auvergne-Rhône-Alpes;Ain;141;45.891;5.499
1014;Arbent;Auvergne-Rhône-Alpes;Ain;3409;46.284;5.691
1015;Arboys en Bugey;Auvergne-Rhône-Alpes;Ain;667;45.724;5.653
1016;Arbigny;Auvergne-Rhône-Alpes;Ain;459;46.478;4.96
1017;Argis;Auvergne-Rhône-Alpes;Ain;432;45.934;5.482
1019;Armix;Auvergne-Rhône-Alpes;Ain;26;45.854;5.584
1021;Ars-sur-Formans;Auvergne-Rhône-Alpes;Ain;1498;45.994;4.822
1022;Artemare;Auvergne-Rhône-Alpes;Ain;1177;45.87;5.691
1023;Asnières-sur-Saône;Auvergne-Rhône-Alpes;Ain;77;46.386;4.884
1024;Attignat;Auvergne-Rhône-Alpes;Ain;3336;46.286;5.18
1025;Bâgé-Dommartin;Auvergne-Rhône-Alpes;Ain;4065;46.323;4.953
1026;Bâgé-le-Châtel;Auvergne-Rhône-Alpes;Ain;979;46.308;4.929
1027;Balan;Auvergne-Rhône-Alpes;Ain;2692;45.831;5.108
1028;Baneins;Auvergne-Rhône-Alpes;Ain;621;46.114;4.902
1029;Beaupont;Auvergne-Rhône-Alpes;Ain;700;46.429;5.26
1030;Beauregard;Auvergne-Rhône-Alpes;Ain;830;46.001;4.756
1031;Bellignat;Auvergne-Rhône-Alpes;Ain;3636;46.237;5.636
1032;Béligneux;Auvergne-Rhône-Alpes;Ain;3434;45.859;5.14
1033;Valserhône;Auvergne-Rhône-Alpes;Ain;16295;46.107;5.832
1034;Belley;Auvergne-Rhône-Alpes;Ain;9239;45.75;5.684
1035;Belleydoux;Auvergne-Rhône-Alpes;Ain;306;46.253;5.785
1036;Valromey-sur-Séran;Auvergne-Rhône-Alpes;Ain;1342;45.885;5.651
1037;Bénonces;Auvergne-Rhône-Alpes;Ain;310;45.838;5.483
1038;Bény;Auvergne-Rhône-Alpes;Ain;764;46.319;5.282
1040;Béréziat;Auvergne-Rhône-Alpes;Ain;480;46.367;5.04
1041;Bettant;Auvergne-Rhône-Alpes;Ain;749;45.937;5.367
1042;Bey;Auvergne-Rhône-Alpes;Ain;290;46.219;4.846
1043;Beynost;Auvergne-Rhône-Alpes;Ain;4877;45.839;4.997
1044;Billiat;Auvergne-Rhône-Alpes;Ain;626;46.079;5.766
1045;Birieux;Auvergne-Rhône-Alpes;Ain;284;45.953;5.037
1046;Biziat;Auvergne-Rhône-Alpes;Ain;904;46.227;4.941
1047;Blyes;Auvergne-Rhône-Alpes;Ain;1292;45.847;5.252
1049;La Boisse;Auvergne-Rhône-Alpes;Ain;3361;45.845;5.028
1050;Boissey;Auvergne-Rhône-Alpes;Ain;386;46.373;4.999
1051;Bolozon;Auvergne-Rhône-Alpes;Ain;95;46.196;5.471
1052;Bouligneux;Auvergne-Rhône-Alpes;Ain;327;46.023;4.992
1053;Bourg-en-Bresse;Auvergne-Rhône-Alpes;Ain;41525;46.205;5.246
1054;Bourg-Saint-Christophe;Auvergne-Rhône-Alpes;Ain;1517;45.886;5.144
1056;Boyeux-Saint-Jérôme;Auvergne-Rhône-Alpes;Ain;356;46.036;5.463
1057;Boz;Auvergne-Rhône-Alpes;Ain;510;46.405;4.914
1058;Brégnier-Cordon;Auvergne-Rhône-Alpes;Ain;818;45.642;5.616
1060;Brénod;Auvergne-Rhône-Alpes;Ain;518;46.076;5.614
1061;Brens;Auvergne-Rhône-Alpes;Ain;1129;45.714;5.69
1062;Bressolles;Auvergne-Rhône-Alpes;Ain;978;45.869;5.101
1063;Brion;Auvergne-Rhône-Alpes;Ain;576;46.169;5.547
1064;Briord;Auvergne-Rhône-Alpes;Ain;1099;45.771;5.485
1065;Buellas;Auvergne-Rhône-Alpes;Ain;1851;46.21;5.145
1066;La Burbanche;Auvergne-Rhône-Alpes;Ain;95;45.86;5.546
1067;Ceignes;Auvergne-Rhône-Alpes;Ain;261;46.126;5.495
1068;Cerdon;Auvergne-Rhône-Alpes;Ain;761;46.072;5.476
1069;Certines;Auvergne-Rhône-Alpes;Ain;1505;46.134;5.262
1071;Cessy;Auvergne-Rhône-Alpes;Ain;5307;46.316;6.078
1072;Ceyzériat;Auvergne-Rhône-Alpes;Ain;3285;46.183;5.32
1073;Ceyzérieu;Auvergne-Rhône-Alpes;Ain;992;45.834;5.719
1074;Chalamont;Auvergne-Rhône-Alpes;Ain;2559;46.008;5.169
1075;Chaleins;Auvergne-Rhône-Alpes;Ain;1430;46.034;4.798
1076;Chaley;Auvergne-Rhône-Alpes;Ain;124;45.953;5.537
1077;Challes-la-Montagne;Auvergne-Rhône-Alpes;Ain;189;46.122;5.458
1078;Challex;Auvergne-Rhône-Alpes;Ain;1619;46.177;5.971
1079;Champagne-en-Valromey;Auvergne-Rhône-Alpes;Ain;826;45.932;5.693
1080;Champdor-Corcelles;Auvergne-Rhône-Alpes;Ain;645;46.02;5.6
1081;Champfromier;Auvergne-Rhône-Alpes;Ain;718;46.22;5.822
1082;Chanay;Auvergne-Rhône-Alpes;Ain;616;46.006;5.769
1083;Chaneins;Auvergne-Rhône-Alpes;Ain;1003;46.094;4.855
1084;Chanoz-Châtenay;Auvergne-Rhône-Alpes;Ain;931;46.186;5.028
1085;La Chapelle-du-Châtelard;Auvergne-Rhône-Alpes;Ain;394;46.074;5.022
1087;Charix;Auvergne-Rhône-Alpes;Ain;279;46.186;5.681
1088;Charnoz-sur-Ain;Auvergne-Rhône-Alpes;Ain;898;45.874;5.221
1089;Château-Gaillard;Auvergne-Rhône-Alpes;Ain;2287;45.973;5.308
1090;Châtenay;Auvergne-Rhône-Alpes;Ain;360;46.026;5.205
1092;Châtillon-la-Palud;Auvergne-Rhône-Alpes;Ain;1649;45.975;5.242
1093;Châtillon-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;5059;46.123;4.958
1094;Chavannes-sur-Reyssouze;Auvergne-Rhône-Alpes;Ain;767;46.438;5.007
1095;Nivigne et Suran;Auvergne-Rhône-Alpes;Ain;832;46.275;5.416
1096;Chaveyriat;Auvergne-Rhône-Alpes;Ain;1036;46.199;5.056
1098;Chazey-Bons;Auvergne-Rhône-Alpes;Ain;1188;45.793;5.685
1099;Chazey-sur-Ain;Auvergne-Rhône-Alpes;Ain;1600;45.893;5.255
1100;Cheignieu-la-Balme;Auvergne-Rhône-Alpes;Ain;131;45.823;5.605
1101;Chevillard;Auvergne-Rhône-Alpes;Ain;150;46.11;5.581
1102;Chevroux;Auvergne-Rhône-Alpes;Ain;973;46.382;4.963
1103;Chevry;Auvergne-Rhône-Alpes;Ain;2261;46.283;6.047
1104;Chézery-Forens;Auvergne-Rhône-Alpes;Ain;445;46.223;5.872
1105;Civrieux;Auvergne-Rhône-Alpes;Ain;1916;45.922;4.886
1106;Cize;Auvergne-Rhône-Alpes;Ain;176;46.2;5.451
1107;Cleyzieu;Auvergne-Rhône-Alpes;Ain;140;45.902;5.433
1108;Coligny;Auvergne-Rhône-Alpes;Ain;1227;46.387;5.331
1109;Collonges;Auvergne-Rhône-Alpes;Ain;2249;46.142;5.9
1110;Colomieu;Auvergne-Rhône-Alpes;Ain;163;45.736;5.627
1111;Conand;Auvergne-Rhône-Alpes;Ain;135;45.884;5.475
1112;Condamine;Auvergne-Rhône-Alpes;Ain;473;46.106;5.556
1113;Condeissiat;Auvergne-Rhône-Alpes;Ain;815;46.154;5.084
1114;Confort;Auvergne-Rhône-Alpes;Ain;685;46.154;5.833
1115;Confrançon;Auvergne-Rhône-Alpes;Ain;1348;46.27;5.058
1116;Contrevoz;Auvergne-Rhône-Alpes;Ain;493;45.801;5.621
1117;Conzieu;Auvergne-Rhône-Alpes;Ain;149;45.725;5.604
1118;Corbonod;Auvergne-Rhône-Alpes;Ain;1296;45.966;5.79
1121;Corlier;Auvergne-Rhône-Alpes;Ain;117;46.034;5.496
1123;Cormoranche-sur-Saône;Auvergne-Rhône-Alpes;Ain;1162;46.24;4.828
1124;Cormoz;Auvergne-Rhône-Alpes;Ain;703;46.434;5.222
1125;Corveissiat;Auvergne-Rhône-Alpes;Ain;596;46.25;5.472
1127;Courmangoux;Auvergne-Rhône-Alpes;Ain;504;46.327;5.356
1128;Courtes;Auvergne-Rhône-Alpes;Ain;297;46.457;5.111
1129;Crans;Auvergne-Rhône-Alpes;Ain;306;45.966;5.195
1130;Bresse Vallons;Auvergne-Rhône-Alpes;Ain;2380;46.313;5.178
1133;Cressin-Rochefort;Auvergne-Rhône-Alpes;Ain;389;45.783;5.766
1134;Crottet;Auvergne-Rhône-Alpes;Ain;1818;46.283;4.878
1135;Crozet;Auvergne-Rhône-Alpes;Ain;2288;46.292;5.995
1136;Cruzilles-lès-Mépillat;Auvergne-Rhône-Alpes;Ain;943;46.222;4.875
1138;Culoz-Béon;Auvergne-Rhône-Alpes;Ain;3426;45.856;5.784
1139;Curciat-Dongalon;Auvergne-Rhône-Alpes;Ain;451;46.488;5.163
1140;Curtafond;Auvergne-Rhône-Alpes;Ain;784;46.273;5.102
1141;Cuzieu;Auvergne-Rhône-Alpes;Ain;433;45.82;5.677
1142;Dagneux;Auvergne-Rhône-Alpes;Ain;4753;45.853;5.073
1143;Divonne-les-Bains;Auvergne-Rhône-Alpes;Ain;10137;46.376;6.116
1145;Dompierre-sur-Veyle;Auvergne-Rhône-Alpes;Ain;1207;46.067;5.217
1146;Dompierre-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;437;46.142;4.901
1147;Domsure;Auvergne-Rhône-Alpes;Ain;526;46.424;5.293
1148;Dortan;Auvergne-Rhône-Alpes;Ain;1953;46.313;5.642
1149;Douvres;Auvergne-Rhône-Alpes;Ain;1094;45.984;5.371
1150;Drom;Auvergne-Rhône-Alpes;Ain;215;46.22;5.368
1151;Druillat;Auvergne-Rhône-Alpes;Ain;1139;46.068;5.294
1152;Échallon;Auvergne-Rhône-Alpes;Ain;765;46.227;5.733
1153;Échenevex;Auvergne-Rhône-Alpes;Ain;2127;46.316;6.019
1155;Évosges;Auvergne-Rhône-Alpes;Ain;142;45.965;5.503
1156;Faramans;Auvergne-Rhône-Alpes;Ain;877;45.91;5.125
1157;Fareins;Auvergne-Rhône-Alpes;Ain;2431;46.021;4.762
1158;Farges;Auvergne-Rhône-Alpes;Ain;1058;46.166;5.9
1159;Feillens;Auvergne-Rhône-Alpes;Ain;3381;46.337;4.885
1160;Ferney-Voltaire;Auvergne-Rhône-Alpes;Ain;10920;46.252;6.108
1162;Flaxieu;Auvergne-Rhône-Alpes;Ain;64;45.811;5.745
1163;Foissiat;Auvergne-Rhône-Alpes;Ain;2014;46.378;5.185
1165;Francheleins;Auvergne-Rhône-Alpes;Ain;1585;46.074;4.813
1166;Frans;Auvergne-Rhône-Alpes;Ain;2482;45.994;4.78
1167;Garnerans;Auvergne-Rhône-Alpes;Ain;658;46.214;4.828
1169;Genouilleux;Auvergne-Rhône-Alpes;Ain;650;46.12;4.793
1170;Béard-Géovreissiat;Auvergne-Rhône-Alpes;Ain;1048;46.19;5.551
1171;Géovreisset;Auvergne-Rhône-Alpes;Ain;835;46.251;5.613
1173;Gex;Auvergne-Rhône-Alpes;Ain;13078;46.347;6.046
1174;Giron;Auvergne-Rhône-Alpes;Ain;176;46.223;5.78
1175;Gorrevod;Auvergne-Rhône-Alpes;Ain;786;46.415;4.951
1177;Grand-Corent;Auvergne-Rhône-Alpes;Ain;184;46.207;5.433
1179;Grièges;Auvergne-Rhône-Alpes;Ain;1901;46.263;4.846
1180;Grilly;Auvergne-Rhône-Alpes;Ain;864;46.332;6.114
1181;Groissiat;Auvergne-Rhône-Alpes;Ain;1230;46.226;5.611
1183;Guéreins;Auvergne-Rhône-Alpes;Ain;1495;46.107;4.782
1184;Hautecourt-Romanèche;Auvergne-Rhône-Alpes;Ain;758;46.161;5.429
1185;Plateau d'Hauteville;Auvergne-Rhône-Alpes;Ain;4807;45.97;5.576
1187;Haut Valromey;Auvergne-Rhône-Alpes;Ain;609;46.032;5.703
1188;Illiat;Auvergne-Rhône-Alpes;Ain;689;46.187;4.888
1189;Injoux-Génissiat;Auvergne-Rhône-Alpes;Ain;1123;46.05;5.76
1190;Innimond;Auvergne-Rhône-Alpes;Ain;89;45.792;5.574
1191;Izenave;Auvergne-Rhône-Alpes;Ain;155;46.038;5.524
1192;Izernore;Auvergne-Rhône-Alpes;Ain;2267;46.218;5.563
1193;Izieu;Auvergne-Rhône-Alpes;Ain;222;45.656;5.639
1194;Jassans-Riottier;Auvergne-Rhône-Alpes;Ain;6355;45.978;4.76
1195;Jasseron;Auvergne-Rhône-Alpes;Ain;1861;46.215;5.312
1196;Jayat;Auvergne-Rhône-Alpes;Ain;1259;46.366;5.114
1197;Journans;Auvergne-Rhône-Alpes;Ain;380;46.146;5.334
1198;Joyeux;Auvergne-Rhône-Alpes;Ain;262;45.95;5.103
1199;Jujurieux;Auvergne-Rhône-Alpes;Ain;2124;46.05;5.411
1200;Labalme;Auvergne-Rhône-Alpes;Ain;210;46.093;5.494
1202;Lagnieu;Auvergne-Rhône-Alpes;Ain;7268;45.892;5.329
1203;Laiz;Auvergne-Rhône-Alpes;Ain;1299;46.247;4.899
1204;Le Poizat-Lalleyriat;Auvergne-Rhône-Alpes;Ain;746;46.148;5.718
1206;Lantenay;Auvergne-Rhône-Alpes;Ain;270;46.054;5.541
1207;Lapeyrouse;Auvergne-Rhône-Alpes;Ain;326;45.986;4.982
1208;Lavours;Auvergne-Rhône-Alpes;Ain;136;45.811;5.773
1209;Léaz;Auvergne-Rhône-Alpes;Ain;817;46.109;5.876
1210;Lélex;Auvergne-Rhône-Alpes;Ain;230;46.286;5.929
1211;Lent;Auvergne-Rhône-Alpes;Ain;1408;46.116;5.202
1212;Lescheroux;Auvergne-Rhône-Alpes;Ain;714;46.412;5.151
1213;Leyment;Auvergne-Rhône-Alpes;Ain;1392;45.927;5.295
1214;Leyssard;Auvergne-Rhône-Alpes;Ain;163;46.162;5.476
1215;Surjoux-Lhopital;Auvergne-Rhône-Alpes;Ain;141;46.024;5.762
1216;Lhuis;Auvergne-Rhône-Alpes;Ain;892;45.744;5.536
1219;Lompnas;Auvergne-Rhône-Alpes;Ain;163;45.811;5.523
1224;Loyettes;Auvergne-Rhône-Alpes;Ain;3381;45.792;5.218
1225;Lurcy;Auvergne-Rhône-Alpes;Ain;393;46.062;4.781
1227;Magnieu;Auvergne-Rhône-Alpes;Ain;655;45.775;5.715
1228;Maillat;Auvergne-Rhône-Alpes;Ain;679;46.12;5.528
1229;Malafretaz;Auvergne-Rhône-Alpes;Ain;1214;46.33;5.144
1230;Mantenay-Montlin;Auvergne-Rhône-Alpes;Ain;308;46.43;5.107
1231;Manziat;Auvergne-Rhône-Alpes;Ain;1955;46.364;4.902
1232;Marboz;Auvergne-Rhône-Alpes;Ain;2268;46.343;5.244
1233;Marchamp;Auvergne-Rhône-Alpes;Ain;132;45.774;5.55
1234;Marignieu;Auvergne-Rhône-Alpes;Ain;167;45.801;5.716
1235;Marlieux;Auvergne-Rhône-Alpes;Ain;1182;46.055;5.074
1236;Marsonnas;Auvergne-Rhône-Alpes;Ain;1030;46.341;5.064
1237;Martignat;Auvergne-Rhône-Alpes;Ain;1671;46.203;5.614
1238;Massieux;Auvergne-Rhône-Alpes;Ain;2721;45.909;4.828
1239;Massignieu-de-Rives;Auvergne-Rhône-Alpes;Ain;642;45.757;5.762
1240;Matafelon-Granges;Auvergne-Rhône-Alpes;Ain;629;46.256;5.54
1241;Meillonnas;Auvergne-Rhône-Alpes;Ain;1383;46.245;5.336
1242;Mérignat;Auvergne-Rhône-Alpes;Ain;136;46.065;5.442
1243;Messimy-sur-Saône;Auvergne-Rhône-Alpes;Ain;1288;46.047;4.759
1244;Meximieux;Auvergne-Rhône-Alpes;Ain;8085;45.906;5.204
1245;Bohas-Meyriat-Rignat;Auvergne-Rhône-Alpes;Ain;965;46.143;5.378
1246;Mézériat;Auvergne-Rhône-Alpes;Ain;2192;46.242;5.047
1247;Mijoux;Auvergne-Rhône-Alpes;Ain;297;46.362;6.009
1248;Mionnay;Auvergne-Rhône-Alpes;Ain;2227;45.896;4.924
1249;Miribel;Auvergne-Rhône-Alpes;Ain;10225;45.844;4.941
1250;Misérieux;Auvergne-Rhône-Alpes;Ain;1994;45.976;4.81
1252;Mogneneins;Auvergne-Rhône-Alpes;Ain;803;46.145;4.82
1254;Montagnat;Auvergne-Rhône-Alpes;Ain;2145;46.169;5.28
1255;Montagnieu;Auvergne-Rhône-Alpes;Ain;666;45.799;5.464
1257;Montanges;Auvergne-Rhône-Alpes;Ain;350;46.173;5.79
1258;Montceaux;Auvergne-Rhône-Alpes;Ain;1198;46.096;4.804
1259;Montcet;Auvergne-Rhône-Alpes;Ain;704;46.219;5.112
1260;Le Montellier;Auvergne-Rhône-Alpes;Ain;319;45.929;5.071
1261;Monthieux;Auvergne-Rhône-Alpes;Ain;682;45.962;4.946
1262;Montluel;Auvergne-Rhône-Alpes;Ain;6838;45.891;5.02
1263;Montmerle-sur-Saône;Auvergne-Rhône-Alpes;Ain;3792;46.085;4.761
1264;Montracol;Auvergne-Rhône-Alpes;Ain;1008;46.187;5.117
1265;Montréal-la-Cluse;Auvergne-Rhône-Alpes;Ain;3541;46.18;5.595
1266;Montrevel-en-Bresse;Auvergne-Rhône-Alpes;Ain;2578;46.325;5.113
1267;Nurieux-Volognat;Auvergne-Rhône-Alpes;Ain;990;46.183;5.514
1268;Murs-et-Gélignieux;Auvergne-Rhône-Alpes;Ain;240;45.642;5.66
1269;Nantua;Auvergne-Rhône-Alpes;Ain;3449;46.154;5.614
1272;Neuville-les-Dames;Auvergne-Rhône-Alpes;Ain;1515;46.157;5.009
1273;Neuville-sur-Ain;Auvergne-Rhône-Alpes;Ain;1799;46.091;5.374
1274;Les Neyrolles;Auvergne-Rhône-Alpes;Ain;632;46.134;5.637
1275;Neyron;Auvergne-Rhône-Alpes;Ain;2538;45.818;4.931
1276;Niévroz;Auvergne-Rhône-Alpes;Ain;1634;45.822;5.06
1277;Nivollet-Montgriffon;Auvergne-Rhône-Alpes;Ain;115;46.0;5.458
1279;Oncieu;Auvergne-Rhône-Alpes;Ain;73;45.965;5.472
1280;Ordonnaz;Auvergne-Rhône-Alpes;Ain;141;45.834;5.54
1281;Ornex;Auvergne-Rhône-Alpes;Ain;4690;46.278;6.094
1282;Outriaz;Auvergne-Rhône-Alpes;Ain;255;46.068;5.557
1283;Oyonnax;Auvergne-Rhône-Alpes;Ain;22277;46.26;5.653
1284;Ozan;Auvergne-Rhône-Alpes;Ain;725;46.387;4.918
1285;Parcieux;Auvergne-Rhône-Alpes;Ain;1319;45.918;4.828
1286;Parves et Nattages;Auvergne-Rhône-Alpes;Ain;955;45.744;5.738
1288;Péron;Auvergne-Rhône-Alpes;Ain;2838;46.191;5.92
1289;Péronnas;Auvergne-Rhône-Alpes;Ain;6448;46.171;5.218
1290;Pérouges;Auvergne-Rhône-Alpes;Ain;1346;45.88;5.18
1291;Perrex;Auvergne-Rhône-Alpes;Ain;852;46.246;4.975
1293;Peyriat;Auvergne-Rhône-Alpes;Ain;148;46.15;5.506
1294;Peyrieu;Auvergne-Rhône-Alpes;Ain;908;45.676;5.679
1295;Peyzieux-sur-Saône;Auvergne-Rhône-Alpes;Ain;666;46.123;4.822
1296;Pirajoux;Auvergne-Rhône-Alpes;Ain;407;46.386;5.274
1297;Pizay;Auvergne-Rhône-Alpes;Ain;914;45.893;5.089
1298;Plagne;Auvergne-Rhône-Alpes;Ain;161;46.188;5.718
1299;Le Plantay;Auvergne-Rhône-Alpes;Ain;579;46.023;5.089
1301;Polliat;Auvergne-Rhône-Alpes;Ain;2648;46.246;5.138
1302;Pollieu;Auvergne-Rhône-Alpes;Ain;168;45.796;5.748
1303;Poncin;Auvergne-Rhône-Alpes;Ain;1729;46.09;5.417
1304;Pont-d'Ain;Auvergne-Rhône-Alpes;Ain;2871;46.054;5.347
1305;Pont-de-Vaux;Auvergne-Rhône-Alpes;Ain;2189;46.442;4.929
1306;Pont-de-Veyle;Auvergne-Rhône-Alpes;Ain;1629;46.264;4.882
1307;Port;Auvergne-Rhône-Alpes;Ain;843;46.156;5.576
1308;Pougny;Auvergne-Rhône-Alpes;Ain;796;46.145;5.951
1309;Pouillat;Auvergne-Rhône-Alpes;Ain;81;46.322;5.423
1310;Prémeyzel;Auvergne-Rhône-Alpes;Ain;247;45.681;5.644
1311;Prémillieu;Auvergne-Rhône-Alpes;Ain;44;45.876;5.565
1313;Prévessin-Moëns;Auvergne-Rhône-Alpes;Ain;9063;46.258;6.072
1314;Priay;Auvergne-Rhône-Alpes;Ain;1764;46.02;5.285
1317;Ramasse;Auvergne-Rhône-Alpes;Ain;331;46.191;5.356
1318;Rancé;Auvergne-Rhône-Alpes;Ain;741;45.967;4.863
1319;Relevant;Auvergne-Rhône-Alpes;Ain;467;46.084;4.942
1320;Replonges;Auvergne-Rhône-Alpes;Ain;3899;46.308;4.875
1321;Revonnas;Auvergne-Rhône-Alpes;Ain;896;46.162;5.335
1322;Reyrieux;Auvergne-Rhône-Alpes;Ain;5098;45.937;4.828
1323;Reyssouze;Auvergne-Rhône-Alpes;Ain;1010;46.429;4.913
1325;Rignieux-le-Franc;Auvergne-Rhône-Alpes;Ain;1098;45.952;5.169
1328;Romans;Auvergne-Rhône-Alpes;Ain;617;46.124;5.022
1329;Rossillon;Auvergne-Rhône-Alpes;Ain;160;45.836;5.599
1330;Ruffieu;Auvergne-Rhône-Alpes;Ain;177;46.004;5.653
1331;Saint-Alban;Auvergne-Rhône-Alpes;Ain;192;46.098;5.456
1332;Saint-André-de-Bâgé;Auvergne-Rhône-Alpes;Ain;809;46.298;4.914
1333;Saint-André-de-Corcy;Auvergne-Rhône-Alpes;Ain;3368;45.927;4.954
1334;Saint-André-d'Huiriat;Auvergne-Rhône-Alpes;Ain;675;46.214;4.913
1335;Saint-André-le-Bouchoux;Auvergne-Rhône-Alpes;Ain;418;46.113;5.08
1336;Saint-André-sur-Vieux-Jonc;Auvergne-Rhône-Alpes;Ain;1211;46.149;5.142
1337;Saint-Bénigne;Auvergne-Rhône-Alpes;Ain;1343;46.452;4.953
1338;Groslée-Saint-Benoit;Auvergne-Rhône-Alpes;Ain;1238;45.689;5.584
1339;Saint-Bernard;Auvergne-Rhône-Alpes;Ain;1497;45.949;4.743
1342;Sainte-Croix;Auvergne-Rhône-Alpes;Ain;547;45.896;5.049
1343;Saint-Cyr-sur-Menthon;Auvergne-Rhône-Alpes;Ain;1844;46.275;4.968
1344;Saint-Denis-lès-Bourg;Auvergne-Rhône-Alpes;Ain;6063;46.211;5.185
1345;Saint-Denis-en-Bugey;Auvergne-Rhône-Alpes;Ain;2240;45.949;5.324
1346;Saint-Didier-d'Aussiat;Auvergne-Rhône-Alpes;Ain;850;46.307;5.058
1347;Saint-Didier-de-Formans;Auvergne-Rhône-Alpes;Ain;2141;45.956;4.778
1348;Saint-Didier-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;3052;46.184;4.816
1349;Saint-Éloi;Auvergne-Rhône-Alpes;Ain;524;45.932;5.152
1350;Saint-Étienne-du-Bois;Auvergne-Rhône-Alpes;Ain;2553;46.275;5.284
1351;Saint-Étienne-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;1613;46.147;4.867
1352;Saint-Étienne-sur-Reyssouze;Auvergne-Rhône-Alpes;Ain;581;46.403;5.006
1353;Sainte-Euphémie;Auvergne-Rhône-Alpes;Ain;1730;45.967;4.795
1354;Saint-Genis-Pouilly;Auvergne-Rhône-Alpes;Ain;14558;46.254;6.036
1355;Saint-Genis-sur-Menthon;Auvergne-Rhône-Alpes;Ain;486;46.282;5.013
1356;Saint-Georges-sur-Renon;Auvergne-Rhône-Alpes;Ain;199;46.104;5.03
1357;Saint-Germain-de-Joux;Auvergne-Rhône-Alpes;Ain;505;46.182;5.747
1358;Saint-Germain-les-Paroisses;Auvergne-Rhône-Alpes;Ain;425;45.771;5.618
1359;Saint-Germain-sur-Renon;Auvergne-Rhône-Alpes;Ain;257;46.08;5.061
1360;Saint-Jean-de-Gonville;Auvergne-Rhône-Alpes;Ain;1988;46.218;5.942
1361;Saint-Jean-de-Niost;Auvergne-Rhône-Alpes;Ain;1826;45.84;5.212
1362;Saint-Jean-de-Thurigneux;Auvergne-Rhône-Alpes;Ain;829;45.96;4.899
1363;Saint-Jean-le-Vieux;Auvergne-Rhône-Alpes;Ain;1786;46.029;5.382
1364;Saint-Jean-sur-Reyssouze;Auvergne-Rhône-Alpes;Ain;767;46.397;5.063
1365;Saint-Jean-sur-Veyle;Auvergne-Rhône-Alpes;Ain;1159;46.268;4.922
1366;Sainte-Julie;Auvergne-Rhône-Alpes;Ain;1090;45.882;5.284
1367;Saint-Julien-sur-Reyssouze;Auvergne-Rhône-Alpes;Ain;707;46.4;5.104
1368;Saint-Julien-sur-Veyle;Auvergne-Rhône-Alpes;Ain;848;46.202;4.959
1369;Saint-Just;Auvergne-Rhône-Alpes;Ain;954;46.193;5.285
1370;Saint-Laurent-sur-Saône;Auvergne-Rhône-Alpes;Ain;1659;46.305;4.84
1371;Saint-Marcel;Auvergne-Rhône-Alpes;Ain;1261;45.949;4.99
1372;Saint-Martin-de-Bavel;Auvergne-Rhône-Alpes;Ain;436;45.848;5.679
1373;Saint-Martin-du-Frêne;Auvergne-Rhône-Alpes;Ain;1033;46.136;5.571
1374;Saint-Martin-du-Mont;Auvergne-Rhône-Alpes;Ain;1899;46.106;5.326
1375;Saint-Martin-le-Châtel;Auvergne-Rhône-Alpes;Ain;781;46.291;5.123
1376;Saint-Maurice-de-Beynost;Auvergne-Rhône-Alpes;Ain;4155;45.834;4.977
1378;Saint-Maurice-de-Gourdans;Auvergne-Rhône-Alpes;Ain;2748;45.82;5.17
1379;Saint-Maurice-de-Rémens;Auvergne-Rhône-Alpes;Ain;756;45.953;5.271
1380;Saint-Nizier-le-Bouchoux;Auvergne-Rhône-Alpes;Ain;598;46.453;5.176
1381;Saint-Nizier-le-Désert;Auvergne-Rhône-Alpes;Ain;922;46.053;5.142
1382;Sainte-Olive;Auvergne-Rhône-Alpes;Ain;331;46.014;4.936
1383;Saint-Paul-de-Varax;Auvergne-Rhône-Alpes;Ain;1641;46.096;5.128
1384;Saint-Rambert-en-Bugey;Auvergne-Rhône-Alpes;Ain;2173;45.95;5.44
1385;Saint-Rémy;Auvergne-Rhône-Alpes;Ain;943;46.185;5.168
1386;Saint-Sorlin-en-Bugey;Auvergne-Rhône-Alpes;Ain;1125;45.886;5.376
1387;Saint-Sulpice;Auvergne-Rhône-Alpes;Ain;260;46.321;5.042
1388;Saint-Trivier-de-Courtes;Auvergne-Rhône-Alpes;Ain;1119;46.461;5.067
