ATC4;l_atc4;age;sexe;BEN_REG;PSP_SPE;nbc;REM;BSE;BOITES
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;5;42;36;862,92;903,27;110
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;5;90;243;8.156,47;8.349,61;1011
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;5;99;72;1.868,01;1.876,60;193
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;1;3176;122.277,97;127.477,18;17742
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;3;49;691,27;758,67;121
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;9;26;526,05;539,22;86
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;35;74;1.410,44;1.573,77;251
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;42;686;24.497,66;24.886,78;3492
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;90;2372;79.481,29;86.586,06;12094
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;11;99;471;8.923,32;9.316,02;1178
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;24;1;1013;43.717,75;44.883,02;6075
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;24;42;55;1.265,91;1.423,29;227
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;24;90;319;9.074,45;9.486,70;1374
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;24;99;172;5.286,57;5.416,03;572
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;27;1;2103;102.247,14;104.174,29;13542
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;27;42;138;5.774,97;5.917,55;770
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;27;90;768;22.281,43;23.149,23;3117
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;27;99;197;4.020,51;4.185,22;493
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;28;1;766;33.871,95;34.514,89;4861
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;28;42;26;610,07;614,46;98
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;28;90;225;6.048,03;6.204,41;931
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;28;99;178;4.713,15;4.800,00;564
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;32;1;4598;246.912,04;251.303,82;31317
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;32;42;141;4.003,89;4.033,49;475
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;32;90;1343;32.594,45;34.246,70;4465
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;32;99;171;2.370,64;2.452,34;371
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;44;1;1921;94.484,75;95.904,57;11964
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;44;42;110;3.355,98;3.443,32;476
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;44;90;483;11.919,91;12.308,42;1645
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;44;99;141;3.183,82;3.264,26;445
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;52;1;684;31.799,24;32.226,26;4190
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;52;42;30;480,60;482,79;77
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;52;90;174;4.986,88;5.144,33;729
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;52;99;89;1.622,27;1.700,71;231
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;53;1;579;27.098,13;27.351,01;3954
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;53;90;144;3.132,56;3.262,43;520
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;53;99;58;911,34;959,31;153
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;75;1;2422;113.559,44;115.946,69;15946
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;75;42;191;4.882,76;4.972,11;793
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;75;90;755;21.333,63;22.046,16;3131
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;75;99;187;3.276,79;3.371,91;439
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;76;1;1365;59.223,11;60.798,62;8662
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;76;42;244;8.839,70;9.011,25;1300
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;76;90;463;14.024,73;14.459,43;2136
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;76;99;166;3.106,36;3.206,83;440
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;84;1;2944;138.347,60;141.088,43;19377
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;84;42;315;10.121,37;10.246,46;1422
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;84;90;999;30.832,10;32.083,54;4565
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;84;99;222;4.534,34;4.661,83;566
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;93;1;2089;87.913,15;91.540,93;13741
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;93;3;12;204,72;219,45;35
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;93;42;429;15.111,38;15.631,92;2323
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;93;90;642;17.780,12;18.913,68;2892
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;93;99;305;6.011,08;6.207,94;924
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;99;1;667;16.326,29;16.590,56;1594
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;99;90;13;200,64;206,91;33
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;1;99;99;66;1.185,66;1.212,32;159
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;5;1;813;38.087,59;39.184,37;4628
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;5;42;79;2.596,37;2.626,76;312
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;5;90;277;7.386,77;7.825,59;929
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;5;99;44;754,19;783,18;107
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;11;1;2224;84.123,37;86.976,04;12104
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;11;42;562;19.308,11;19.875,42;2816
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;11;90;1681;55.644,83;58.244,08;8380
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;11;99;324;6.114,79;6.424,48;759
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;24;1;690;30.751,64;31.613,37;4356
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;24;42;61;1.679,88;1.688,66;269
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;24;90;224;5.642,19;5.838,31;847
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;24;99;93;1.903,06;1.934,05;262
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;27;1;1398;66.328,60;67.421,78;8796
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;27;42;76;2.481,86;2.488,44;342
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;27;90;537;16.248,39;16.786,13;2240
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;27;99;140;3.810,08;3.922,54;536
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;28;1;564;24.011,20;24.538,59;3524
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;28;42;35;1.157,76;1.159,95;185
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;28;90;190;4.983,35;5.087,43;762
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;28;99;68;1.280,53;1.291,50;202
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;32;1;3329;178.058,93;181.281,18;22867
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;32;42;117;3.198,93;3.239,94;396
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;32;90;979;23.301,67;24.349,71;3292
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;32;99;160;3.011,25;3.057,78;422
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;44;1;1510;69.309,63;70.759,53;8969
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;44;42;94;2.242,38;2.315,17;329
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;44;90;441;9.756,91;10.114,94;1412
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;44;99;98;1.920,58;1.989,12;189
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;52;1;448;19.500,99;19.936,77;2587
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;52;42;22;614,46;614,46;98
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;52;90;137;3.463,88;3.580,75;523
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;52;99;66;1.686,82;1.728,07;160
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;53;1;339;14.699,77;14.857,77;2245
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;53;42;15;365,54;369,93;59
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;53;90;94;1.624,31;1.732,78;276
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;53;99;22;762,82;762,82;43
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;75;1;1648;77.942,67;79.615,51;11161
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;75;42;150;4.221,14;4.313,31;655
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;75;90;495;12.215,31;12.891,16;1906
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;75;99;147;3.464,48;3.522,88;346
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;76;1;869;35.946,63;36.879,71;5374
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;76;42;180;5.641,41;5.707,24;870
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;76;90;295;7.811,31;8.151,46;1212
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;76;99;141;3.505,49;3.662,12;424
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;84;1;1913;88.902,40;90.999,82;12586
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;84;42;236;7.613,05;7.709,23;1096
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;84;90;673;20.069,75;20.828,39;3092
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;84;99;131;2.893,65;2.976,92;301
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;93;1;1458;60.829,75;62.367,27;9328
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;93;42;319;10.707,10;11.073,31;1681
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;93;90;377;10.609,12;11.006,74;1712
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;93;99;208;3.847,46;3.990,64;581
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;99;1;773;18.239,34;18.757,93;1847
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;99;90;37;370,56;388,74;62
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;2;99;99;100;2.066,59;2.141,88;199
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;9;99;1;13;137,63;144,21;23
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;20;9;99;99;12;188,93;230,62;13
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;5;1;1991;108.428,52;109.243,28;13258
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;5;42;237;9.303,26;9.397,39;1102
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;5;90;599;17.992,99;18.387,12;2238
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;5;99;181;3.742,26;3.781,80;435
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;1;12428;575.141,92;583.654,54;80471
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;3;565;11.829,33;12.219,28;1820
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;4;79;1.307,29;1.360,59;217
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;6;22;341,40;369,93;59
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;7;24;453,32;463,98;74
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;9;119;2.781,42;2.870,99;453
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;15;67;845,20;871,53;139
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;17;11;128,41;134,99;21
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;35;534;12.835,32;13.031,60;1975
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;42;2411;93.780,86;94.712,15;12911
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;90;8132;293.527,65;299.883,26;41895
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;11;99;917;18.313,45;18.816,69;2485
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;1;5175;270.845,01;274.345,88;37631
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;3;63;748,01;764,94;122
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;9;26;896,61;896,61;143
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;35;55;1.117,94;1.122,33;179
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;42;302;10.305,97;10.340,45;1495
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;90;1624;45.512,68;46.468,97;6557
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;98;28;465,86;470,25;75
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;24;99;455;11.555,39;11.700,77;1448
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;1;10193;584.140,76;589.596,52;76356
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;3;43;641,73;652,08;104
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;42;505;21.641,10;21.792,10;2685
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;90;3324;96.186,14;97.869,99;12899
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;98;14;250,80;250,80;40
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;27;99;473;10.354,30;10.534,18;1406
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;1;4275;228.141,77;230.748,90;32266
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;3;11;218,82;231,99;37
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;35;54;960,88;971,85;155
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;42;169;4.298,81;4.385,34;661
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;90;1314;34.820,92;35.574,38;5219
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;28;99;245;5.174,02;5.268,14;560
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;1;16684;1.024.746,15;1.035.024,49;128515
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;3;74;877,49;934,23;149
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;15;26;258,95;263,34;42
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;35;143;2.378,21;2.426,49;387
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;42;427;14.093,07;14.174,40;1578
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;90;4142;101.133,87;104.950,76;14093
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;98;24;282,15;282,15;45
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;32;99;623;12.360,73;12.783,57;1416
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;1;10050;573.505,91;579.133,24;73316
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;3;49;450,50;470,25;75
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;35;48;794,41;796,29;127
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;42;438;13.580,90;13.683,40;1736
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;90;2350;53.111,95;54.625,57;7474
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;98;13;150,48;150,48;24
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;44;99;509;11.291,66;11.558,90;1320
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;52;1;3615;183.832,10;185.792,86;24220
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;52;42;178;5.582,98;5.618,09;832
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;52;90;1027;28.945,64;29.678,52;4023
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;52;99;226;4.788,93;4.878,60;731
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;53;1;3724;203.395,25;205.138,39;29433
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;53;42;98;2.378,05;2.384,63;380
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;53;90;1021;22.722,01;22.987,05;3539
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;53;99;215;4.046,88;4.075,62;585
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;1;14739;813.937,84;821.713,31;112930
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;3;102;1.087,53;1.116,06;178
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;35;107;2.279,77;2.288,55;365
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;42;900;29.064,26;29.212,08;4073
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;90;3748;94.830,24;96.520,61;13613
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;98;72;1.164,03;1.166,22;186
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;75;99;538;8.982,68;9.153,14;1264
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;1;10023;530.988,45;537.324,84;76665
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;3;168;2.678,86;2.733,72;436
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;9;13;156,75;156,75;25
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;15;12;87,78;87,78;14
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;35;175;3.848,21;3.887,40;620
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;42;1209;48.214,40;48.772,52;6977
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;90;3007;89.677,27;91.782,82;13366
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;98;78;1.621,74;1.623,93;259
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;76;99;663;12.318,72;12.619,90;1757
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;1;14970;806.700,75;814.695,19;111911
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;3;170;2.977,31;3.040,95;485
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;4;40;461,47;495,33;79
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;9;13;529,19;532,95;85
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;15;40;388,43;395,01;63
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;35;94;1.782,56;1.786,95;285
A10BX;AUTRES MEDICAMENTS HYPOGLYCEMIANTS, INSULINES EXCLUSES;60;1;84;42;1116;40.660,80;40.836,90;5539
