ATC4;l_atc4;age;sexe;BEN_REG;PSP_SPE;nbc;REM;BSE;BOITES
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;5;1;735;911,09;3.147,19;926
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;5;12;708;1.155,66;3.825,68;1122
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;5;90;272;382,84;1.280,56;367
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;5;99;31;24,58;81,92;34
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;1;3396;3.790,41;12.823,92;4880
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;4;11;9,58;31,92;12
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;5;15;15,16;50,54;19
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;7;11;9,58;31,92;12
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;12;3551;4.574,48;15.139,78;5920
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;18;25;79,80;266,00;25
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;19;219;272,21;883,84;301
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;36;11;41,50;138,32;13
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;90;1700;1.950,96;6.387,51;2357
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;11;99;106;80,11;261,01;111
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;24;1;830;934,93;3.097,11;1182
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;24;12;151;186,24;608,38;233
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;24;19;13;7,35;25,80;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;24;90;278;335,09;1.016,92;400
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;24;99;24;94,70;266,00;25
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;1;1143;1.351,88;4.497,06;1709
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;12;424;549,06;1.772,62;671
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;18;11;35,11;117,04;11
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;19;34;20,51;68,37;53
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;90;502;667,90;2.190,54;825
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;27;99;67;140,07;339,76;80
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;28;1;2384;2.994,95;9.933,49;3781
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;28;12;1099;1.423,23;4.698,64;1802
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;28;19;19;10,84;36,12;28
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;28;90;985;1.289,49;4.054,54;1535
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;28;99;81;104,57;346,83;86
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;32;1;1543;1.734,34;5.723,34;2198
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;32;12;1005;1.444,35;4.775,00;1839
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;32;19;50;69,78;229,58;62
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;32;90;626;756,57;2.504,26;961
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;32;99;24;18,00;59,99;31
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;1;2602;3.268,40;10.464,74;4005
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;7;15;13,57;45,22;17
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;12;2523;3.505,27;11.211,09;4473
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;19;79;140,91;467,54;116
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;90;1066;1.638,35;4.575,65;1647
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;44;99;76;109,59;343,14;93
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;52;1;793;873,71;2.897,14;1108
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;52;12;272;297,29;997,33;398
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;52;19;19;8,90;29,67;23
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;52;90;125;158,28;449,56;170
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;52;99;23;48,68;162,26;25
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;1;493;539,43;1.788,36;673
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;12;153;187,25;624,16;234
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;19;51;74,00;247,96;69
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;36;28;101,08;287,28;27
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;90;63;56,99;192,64;83
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;53;99;17;7,35;25,80;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;75;1;1093;1.263,01;4.039,86;1569
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;75;12;239;293,81;966,96;366
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;75;19;85;106,99;306,98;122
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;75;90;220;224,79;729,45;288
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;76;1;1214;1.231,85;4.132,71;1590
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;76;12;805;1.073,84;3.527,59;1348
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;76;19;78;105,34;351,14;91
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;76;90;360;393,28;1.340,64;504
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;76;99;22;19,15;63,84;24
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;1;1707;1.900,43;6.303,17;2416
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;12;1890;2.691,13;8.929,74;3414
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;19;128;154,46;516,57;183
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;36;45;25,54;85,14;66
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;90;474;576,34;1.815,70;698
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;84;99;35;173,88;302,51;48
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;93;1;1239;1.308,02;4.331,03;1676
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;93;12;1824;2.427,47;8.065,43;3108
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;93;19;56;104,57;323,73;77
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;93;90;428;509,24;1.648,08;623
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;93;99;32;28,66;98,83;49
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;1;99;99;11;10,37;37,24;14
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;5;1;766;941,70;3.239,96;959
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;5;12;676;1.063,06;3.547,36;1036
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;5;19;12;6,91;23,04;14
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;5;90;276;365,30;1.203,28;345
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;5;99;27;28,99;96,62;35
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;1;3273;3.591,63;12.271,45;4682
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;5;11;11,17;37,24;14
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;11;13;11,44;34,58;13
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;12;3278;4.107,44;13.672,28;5350
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;18;24;76,61;255,36;24
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;19;227;334,99;1.066,97;298
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;36;13;41,50;138,32;13
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;90;1604;1.863,63;6.161,68;2235
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;11;99;123;157,11;474,05;143
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;24;1;737;873,68;2.891,00;1103
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;24;12;142;168,95;563,18;217
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;24;19;38;66,55;221,84;56
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;24;36;15;47,88;159,60;15
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;24;90;222;239,37;821,84;310
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;1;1097;1.298,92;4.300,43;1639
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;6;15;19,15;63,84;24
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;12;403;531,37;1.710,34;647
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;18;11;35,11;117,04;11
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;19;35;24,38;81,27;63
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;27;90;521;645,82;2.053,87;780
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;28;1;2363;2.891,14;9.611,87;3649
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;28;12;989;1.307,43;4.348,80;1668
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;28;19;23;16,25;54,18;42
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;28;90;887;1.082,36;3.489,64;1322
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;28;99;84;109,44;348,84;93
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;32;1;1466;1.696,67;5.587,27;2131
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;32;12;937;1.360,76;4.476,50;1723
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;32;19;51;56,57;199,22;61
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;32;90;614;775,35;2.456,98;935
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;32;99;34;24,35;74,30;45
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;1;2503;3.069,22;9.854,38;3758
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;4;11;15,43;34,58;13
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;7;16;15,96;53,20;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;12;2352;3.184,73;10.202,73;4054
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;19;91;162,77;504,94;116
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;90;1001;1.240,79;3.958,05;1510
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;44;99;52;86,32;279,30;63
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;52;1;740;824,87;2.757,56;1040
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;52;12;266;291,27;979,78;383
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;52;19;22;14,71;49,02;38
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;52;90;89;86,56;288,52;109
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;52;99;29;64,97;151,87;38
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;1;557;585,09;1.944,98;739
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;12;134;161,18;519,20;196
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;19;37;22,45;74,82;58
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;36;23;73,42;244,72;23
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;90;79;71,14;239,78;91
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;53;99;33;67,57;209,26;39
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;75;1;1015;1.136,16;3.759,82;1449
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;75;12;213;267,23;890,78;337
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;75;19;86;94,80;313,43;127
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;75;90;206;234,10;754,04;297
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;75;99;13;123,42;212,80;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;76;1;1147;1.200,55;4.008,47;1526
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;76;12;752;1.035,05;3.407,15;1302
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;76;19;67;111,05;370,16;84
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;76;90;337;383,55;1.266,97;483
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;76;99;70;109,93;369,09;104
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;1;1635;1.861,15;6.176,46;2370
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;12;1774;2.647,27;8.756,14;3337
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;19;125;193,27;544,94;176
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;36;49;22,45;74,82;58
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;90;485;549,45;1.745,97;674
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;84;99;44;81,35;221,51;49
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;93;1;1167;1.207,82;4.056,21;1570
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;93;12;1753;2.275,14;7.599,96;2926
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;93;19;70;109,99;341,79;91
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;93;90;424;509,50;1.651,34;637
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;93;99;18;15,16;50,54;19
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;99;19;11;48,14;160,48;12
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;0;2;99;99;15;11,43;40,76;15
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;5;1;22;809,21;901,39;66
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;5;19;35;254,35;719,36;54
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;5;90;59;1.761,57;2.065,47;155
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;1;264;4.173,41;5.301,39;618
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;6;48;1.089,54;1.149,12;108
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;12;36;28,73;98,42;37
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;18;16;96,82;223,44;21
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;19;304;1.321,54;3.731,27;363
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;90;588;10.763,43;13.685,31;1375
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;11;99;101;495,37;902,89;148
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;24;1;38;1.102,30;1.415,12;133
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;24;6;12;194,71;202,16;19
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;24;19;41;407,51;861,84;81
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;24;90;95;1.315,60;1.833,52;172
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;27;1;72;1.167,21;1.606,64;178
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;27;19;69;467,10;1.010,80;95
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;27;90;118;2.561,05;2.926,00;275
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;27;99;18;264,94;361,76;34
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;1;96;1.826,09;2.058,84;225
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;6;15;229,82;244,72;23
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;12;13;10,37;34,58;13
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;19;34;195,78;627,76;59
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;90;154;2.243,98;2.638,72;248
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;28;99;27;267,65;315,22;38
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;32;1;181;3.809,84;5.130,91;548
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;32;6;24;593,71;638,40;60
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;32;19;97;586,26;1.606,64;151
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;32;90;161;2.960,30;3.578,48;336
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;32;99;38;665,40;774,06;87
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;1;190;4.554,96;5.604,55;616
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;12;14;10,37;37,24;14
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;18;18;62,78;191,52;18
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;19;217;1.112,94;2.883,44;271
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;90;174;3.340,96;4.117,68;387
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;44;99;57;279,07;443,80;103
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;52;1;51;1.158,70;1.404,48;147
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;52;19;69;503,27;1.181,04;111
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;52;90;72;1.264,88;1.534,97;144
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;52;99;26;406,18;460,18;56
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;53;1;48;1.442,78;1.830,08;172
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;53;6;24;389,42;404,32;38
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;53;19;68;590,52;1.372,56;129
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;53;90;79;1.042,72;1.489,60;140
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;53;99;18;294,73;361,76;34
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;1;168;3.535,41;4.330,48;446
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;6;56;1.161,89;1.191,68;112
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;11;12;23,09;70,95;55
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;19;107;673,29;1.524,33;143
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;90;189;3.115,39;3.990,00;375
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;75;99;48;334,10;533,63;102
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;1;144;1.819,37;2.657,86;425
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;6;24;676,70;691,60;65
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;11;82;146,54;473,43;367
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;19;168;1.154,44;2.532,32;238
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;90;105;2.071,61;2.585,52;243
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;76;99;54;323,85;554,58;130
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;1;195;4.175,14;6.620,60;722
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;6;27;725,65;829,92;78
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;11;37;415,74;665,84;161
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;12;12;9,58;31,92;12
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;19;206;2.112,46;4.066,42;398
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;90;319;8.970,58;10.214,40;960
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;84;99;43;656,75;936,32;106
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;1;154;2.298,31;3.015,98;424
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;6;19;374,53;404,32;38
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;11;28;50,57;162,54;126
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;12;20;15,96;53,20;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;19;132;696,92;1.851,36;174
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;90;138;2.322,71;2.787,68;262
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;93;99;64;284,11;475,32;108
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;99;1;18;42,31;92,88;72
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;1;99;99;68;111,49;293,24;134
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;5;1;80;233,28;502,13;101
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;5;12;36;36,86;122,88;36
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;5;19;25;102,58;341,92;25
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;5;90;37;697,20;872,26;74
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;5;99;14;14,50;51,88;15
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;1;502;2.220,88;3.734,33;747
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;6;23;388,36;436,24;41
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;7;141;326,91;853,86;231
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;12;150;120,59;390,64;156
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;18;19;78,74;212,80;20
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;19;558;1.957,36;6.009,95;608
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;90;690;6.105,79;9.177,74;1135
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;98;11;13,83;39,90;15
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;11;99;136;703,69;1.371,61;284
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;24;1;70;719,80;1.026,76;140
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;24;19;64;326,65;915,04;86
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;24;90;72;772,20;978,88;119
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;24;99;28;271,65;430,77;73
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;1;128;745,17;1.332,11;246
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;7;13;9,80;20,64;16
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;11;11;21,16;64,50;50
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;19;74;363,89;1.064,00;100
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;90;80;908,92;1.260,84;162
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;27;99;33;147,90;244,72;47
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;28;1;148;1.009,23;1.386,84;246
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;28;12;33;27,55;88,28;34
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;28;19;57;241,53;755,44;71
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;28;90;115;1.149,12;1.372,56;171
A01AA;MEDICAMENTS PROPHYLACTIQUES ANTICARIES;20;2;28;99;33;65,01;125,28;78
